Year,CountryName,Region,IncomeGroup,NoOfVisitors
2002,Benin,Sub-Saharan Africa,Low income,72000
2002,Burkina Faso,Sub-Saharan Africa,Low income,150000
2002,Bangladesh,South Asia,Lower middle income,207000
2002,Bulgaria,Europe & Central Asia,Upper middle income,3433000
2002,Bahrain,Middle East & North Africa,High income,4831000
2002,"Bahamas, The",Latin America & Caribbean,High income,1513000
2002,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,160000
2002,Belarus,Europe & Central Asia,Upper middle income,63000
2002,Belize,Latin America & Caribbean,Upper middle income,200000
2002,Bermuda,North America,High income,284000
2002,Bolivia,Latin America & Caribbean,Lower middle income,334000
2002,Brazil,Latin America & Caribbean,Upper middle income,3785000
2002,Barbados,Latin America & Caribbean,High income,498000
2002,Brunei Darussalam,East Asia & Pacific,High income,0
2002,Bhutan,South Asia,Lower middle income,6000
2002,Botswana,Sub-Saharan Africa,Upper middle income,1274000
2002,Central African Republic,Sub-Saharan Africa,Low income,3000
2002,Canada,North America,High income,20057000
2002,Central Europe and the Baltics,Others,Others,0
2002,Switzerland,Europe & Central Asia,High income,6868000
2002,Channel Islands,Europe & Central Asia,High income,0
2002,Chile,Latin America & Caribbean,High income,1412000
2002,China,East Asia & Pacific,Upper middle income,36803000
2002,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,0
2002,Cameroon,Sub-Saharan Africa,Lower middle income,0
2002,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,22000
2002,Colombia,Latin America & Caribbean,Upper middle income,567000
2002,Comoros,Sub-Saharan Africa,Low income,19000
2002,Cabo Verde,Sub-Saharan Africa,Lower middle income,126000
2002,Costa Rica,Latin America & Caribbean,Upper middle income,1113000
2002,Caribbean small states,Others,Others,4844000
2002,Cuba,Latin America & Caribbean,Upper middle income,1656000
2002,Curacao,Latin America & Caribbean,High income,218000
2002,Cayman Islands,Latin America & Caribbean,High income,303000
2002,Cyprus,Europe & Central Asia,High income,2418000
2002,Czech Republic,Europe & Central Asia,High income,0
2002,Germany,Europe & Central Asia,High income,17969000
2002,Djibouti,Middle East & North Africa,Lower middle income,23000
2002,Dominica,Latin America & Caribbean,Upper middle income,69000
2002,Denmark,Europe & Central Asia,High income,3436000
2002,Dominican Republic,Latin America & Caribbean,Upper middle income,2811000
2002,Algeria,Middle East & North Africa,Upper middle income,988000
2002,East Asia & Pacific (developing only),Others,Others,73991289
2002,East Asia & Pacific (all income levels),Others,Others,119878638
2002,Europe & Central Asia (developing only),Others,Others,38433546
2002,Europe & Central Asia (all income levels),Others,Others,412720985
2002,Ecuador,Latin America & Caribbean,Upper middle income,683000
2002,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,4906000
2002,Euro area,Others,Others,264172454
2002,Eritrea,Sub-Saharan Africa,Low income,101000
2002,Spain,Europe & Central Asia,High income,50331000
2002,Estonia,Europe & Central Asia,High income,1362000
2002,Ethiopia,Sub-Saharan Africa,Low income,156000
2002,European Union,Others,Others,342715574
2002,Fragile and conflict affected situations,Others,Others,10091853
2002,Finland,Europe & Central Asia,High income,2875000
2002,Fiji,East Asia & Pacific,Upper middle income,398000
2002,France,Europe & Central Asia,High income,77012000
2002,Faroe Islands,Europe & Central Asia,High income,0
2002,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,19000
2002,Gabon,Sub-Saharan Africa,Upper middle income,208000
2002,United Kingdom,Europe & Central Asia,High income,22307000
2002,Georgia,Europe & Central Asia,Lower middle income,298000
2002,Ghana,Sub-Saharan Africa,Lower middle income,483000
2002,Guinea,Sub-Saharan Africa,Low income,43000
2002,"Gambia, The",Sub-Saharan Africa,Low income,81000
2002,Guinea-Bissau,Sub-Saharan Africa,Low income,0
2002,Equatorial Guinea,Sub-Saharan Africa,High income,0
2002,Greece,Europe & Central Asia,High income,14180000
2002,Grenada,Latin America & Caribbean,Upper middle income,132000
2002,Greenland,Europe & Central Asia,High income,0
2002,Guatemala,Latin America & Caribbean,Lower middle income,0
2002,Guam,East Asia & Pacific,High income,1059000
2002,Guyana,Latin America & Caribbean,Lower middle income,104000
2002,High income,Others,Others,515937872
2002,"Hong Kong SAR, China",East Asia & Pacific,High income,10689000
2002,Honduras,Latin America & Caribbean,Lower middle income,550000
2002,Heavily indebted poor countries (HIPC),Others,Others,7252622
2002,Croatia,Europe & Central Asia,High income,6944000
2002,Haiti,Latin America & Caribbean,Low income,140000
2002,Hungary,Europe & Central Asia,High income,0
2002,Indonesia,East Asia & Pacific,Lower middle income,5033000
2002,Isle of Man,Europe & Central Asia,High income,0
2002,India,South Asia,Lower middle income,2384000
2002,Ireland,Europe & Central Asia,High income,6476000
2002,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,1585000
2002,Iraq,Middle East & North Africa,Upper middle income,0
2002,Iceland,Europe & Central Asia,High income,285000
2002,Israel,Middle East & North Africa,High income,862000
2002,Italy,Europe & Central Asia,High income,39799000
2002,Jamaica,Latin America & Caribbean,Upper middle income,1266000
2002,Jordan,Middle East & North Africa,Upper middle income,2384000
2002,Japan,East Asia & Pacific,High income,5239000
2002,Kazakhstan,Europe & Central Asia,Upper middle income,2832000
2002,Kenya,Sub-Saharan Africa,Lower middle income,838000
2002,Kyrgyz Republic,Europe & Central Asia,Lower middle income,140000
2002,Cambodia,East Asia & Pacific,Low income,787000
2002,Kiribati,East Asia & Pacific,Lower middle income,4900
2002,St. Kitts and Nevis,Latin America & Caribbean,High income,69000
2002,"Korea, Rep.",East Asia & Pacific,High income,5347000
2002,Kosovo,Europe & Central Asia,Lower middle income,0
2002,Kuwait,Middle East & North Africa,High income,96000
2002,Latin America & Caribbean (developing only),Others,Others,37615492
2002,Lao PDR,East Asia & Pacific,Lower middle income,215000
2002,Lebanon,Middle East & North Africa,Upper middle income,956000
2002,Liberia,Sub-Saharan Africa,Low income,0
2002,Libya,Middle East & North Africa,Upper middle income,0
2002,St. Lucia,Latin America & Caribbean,Upper middle income,253000
2002,Latin America & Caribbean (all income levels),Others,Others,51681958
2002,Least developed countries: UN classification,Others,Others,7217226
2002,Low income,Others,Others,7359388
2002,Liechtenstein,Europe & Central Asia,High income,49000
2002,Sri Lanka,South Asia,Lower middle income,393000
2002,Lower middle income,Others,Others,44977408
2002,Low & middle income,Others,Others,199015670
2002,Lesotho,Sub-Saharan Africa,Lower middle income,287000
2002,Lithuania,Europe & Central Asia,High income,1428000
2002,Luxembourg,Europe & Central Asia,High income,885000
2002,Latvia,Europe & Central Asia,High income,848000
2002,"Macao SAR, China",East Asia & Pacific,High income,6565000
2002,St. Martin (French part),Latin America & Caribbean,High income,0
2002,Morocco,Middle East & North Africa,Lower middle income,4453000
2002,Monaco,Europe & Central Asia,High income,263000
2002,Moldova,Europe & Central Asia,Lower middle income,18000
2002,Madagascar,Sub-Saharan Africa,Low income,62000
2002,Maldives,South Asia,Upper middle income,485000
2002,Middle East & North Africa (all income levels),Others,Others,48334945
2002,Mexico,Latin America & Caribbean,Upper middle income,19667000
2002,Marshall Islands,East Asia & Pacific,Upper middle income,6000
2002,Middle income,Others,Others,189691908
2002,"Macedonia, FYR",Europe & Central Asia,Upper middle income,123000
2002,Mali,Sub-Saharan Africa,Low income,96000
2002,Malta,Middle East & North Africa,High income,1134000
2002,Myanmar,East Asia & Pacific,Lower middle income,487000
2002,Middle East & North Africa (developing only),Others,Others,25504594
2002,Montenegro,Europe & Central Asia,Upper middle income,136000
2002,Mongolia,East Asia & Pacific,Upper middle income,229000
2002,Northern Mariana Islands,East Asia & Pacific,High income,466000
2002,Mozambique,Sub-Saharan Africa,Low income,541000
2002,Mauritania,Sub-Saharan Africa,Lower middle income,0
2002,Mauritius,Sub-Saharan Africa,Upper middle income,682000
2002,Malawi,Sub-Saharan Africa,Low income,383000
2002,Malaysia,East Asia & Pacific,Upper middle income,13292000
2002,North America,Others,Others,63922000
2002,Namibia,Sub-Saharan Africa,Upper middle income,757000
2002,New Caledonia,East Asia & Pacific,High income,104000
2002,Niger,Sub-Saharan Africa,Low income,39000
2002,Nigeria,Sub-Saharan Africa,Lower middle income,887000
2002,Nicaragua,Latin America & Caribbean,Lower middle income,472000
2002,Netherlands,Europe & Central Asia,High income,9595000
2002,High income: nonOECD,Others,Others,100364364
2002,Norway,Europe & Central Asia,High income,3111000
2002,Nepal,South Asia,Low income,275000
2002,New Zealand,East Asia & Pacific,High income,2026000
2002,High income: OECD,Others,Others,415755710
2002,OECD members,Others,Others,448002527
2002,Oman,Middle East & North Africa,High income,817000
2002,Other small states,Others,Others,4923661
2002,Pakistan,South Asia,Lower middle income,498000
2002,Panama,Latin America & Caribbean,Upper middle income,534000
2002,Peru,Latin America & Caribbean,Upper middle income,1064000
2002,Philippines,East Asia & Pacific,Lower middle income,1933000
2002,Palau,East Asia & Pacific,Upper middle income,59000
2002,Papua New Guinea,East Asia & Pacific,Lower middle income,54000
2002,Poland,Europe & Central Asia,High income,13980000
2002,Puerto Rico,Latin America & Caribbean,High income,3087000
2002,"Korea, Dem. People’s Rep.",East Asia & Pacific,Low income,0
2002,Portugal,Europe & Central Asia,High income,5560000
2002,Paraguay,Latin America & Caribbean,Upper middle income,250000
2002,Pacific island small states,Others,Others,669764
2002,French Polynesia,East Asia & Pacific,High income,189000
2002,Qatar,Middle East & North Africa,High income,587000
2002,Romania,Europe & Central Asia,Upper middle income,4794000
2002,Russian Federation,Europe & Central Asia,High income,23309000
2002,Rwanda,Sub-Saharan Africa,Low income,0
2002,South Asia,Others,Others,4333422
2002,Saudi Arabia,Middle East & North Africa,High income,7511000
2002,Sudan,Sub-Saharan Africa,Lower middle income,52000
2002,Senegal,Sub-Saharan Africa,Lower middle income,0
2002,Singapore,East Asia & Pacific,High income,5855000
2002,Solomon Islands,East Asia & Pacific,Lower middle income,0
2002,Sierra Leone,Sub-Saharan Africa,Low income,28000
2002,El Salvador,Latin America & Caribbean,Lower middle income,798000
2002,San Marino,Europe & Central Asia,High income,46000
2002,Somalia,Sub-Saharan Africa,Low income,0
2002,Serbia,Europe & Central Asia,Upper middle income,312000
2002,Sub-Saharan Africa (developing only),Others,Others,20284490
2002,South Sudan,Sub-Saharan Africa,Low income,0
2002,Sub-Saharan Africa (all income levels),Others,Others,20448136
2002,Small states,Others,Others,10635017
2002,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,9000
2002,Suriname,Latin America & Caribbean,Upper middle income,60000
2002,Slovak Republic,Europe & Central Asia,High income,0
2002,Slovenia,Europe & Central Asia,High income,1302000
2002,Sweden,Europe & Central Asia,High income,4276000
2002,Swaziland,Sub-Saharan Africa,Lower middle income,256000
2002,Sint Maarten (Dutch part),Latin America & Caribbean,High income,381000
2002,Seychelles,Sub-Saharan Africa,High income,132000
2002,Syrian Arab Republic,Middle East & North Africa,Lower middle income,2661000
2002,Turks and Caicos Islands,Latin America & Caribbean,High income,155000
2002,Chad,Sub-Saharan Africa,Low income,0
2002,Togo,Sub-Saharan Africa,Low income,58000
2002,Thailand,East Asia & Pacific,Upper middle income,10873000
2002,Tajikistan,Europe & Central Asia,Lower middle income,0
2002,Turkmenistan,Europe & Central Asia,Upper middle income,11000
2002,Timor-Leste,East Asia & Pacific,Lower middle income,0
2002,Tonga,East Asia & Pacific,Upper middle income,37000
2002,Trinidad and Tobago,Latin America & Caribbean,High income,384000
2002,Tunisia,Middle East & North Africa,Upper middle income,5064000
2002,Turkey,Europe & Central Asia,Upper middle income,12790000
2002,Tuvalu,East Asia & Pacific,Upper middle income,1300
2002,Tanzania,Sub-Saharan Africa,Low income,550000
2002,Uganda,Sub-Saharan Africa,Low income,254000
2002,Ukraine,Europe & Central Asia,Lower middle income,10517000
2002,Upper middle income,Others,Others,144096093
2002,Uruguay,Latin America & Caribbean,High income,1258000
2002,United States,North America,High income,43581000
2002,Uzbekistan,Europe & Central Asia,Lower middle income,332000
2002,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,78000
2002,"Venezuela, RB",Latin America & Caribbean,High income,432000
2002,Virgin Islands (U.S.),Latin America & Caribbean,High income,520000
2002,Vietnam,East Asia & Pacific,Lower middle income,2628000
2002,Vanuatu,East Asia & Pacific,Lower middle income,49000
2002,West Bank and Gaza,Middle East & North Africa,Lower middle income,33000
2002,World,Others,Others,727284647
2002,Samoa,East Asia & Pacific,Lower middle income,89000
2002,"Yemen, Rep.",Middle East & North Africa,Lower middle income,98000
2002,South Africa,Sub-Saharan Africa,Upper middle income,6430000
2002,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,28000
2002,Zambia,Sub-Saharan Africa,Lower middle income,565000
2002,Zimbabwe,Sub-Saharan Africa,Low income,2041000
2003,Aruba,Latin America & Caribbean,High income,642000
2003,Andorra,Europe & Central Asia,High income,3138000
2003,Afghanistan,South Asia,Low income,0
2003,Angola,Sub-Saharan Africa,Upper middle income,107000
2003,Albania,Europe & Central Asia,Upper middle income,0
2003,Arab World,Others,Others,48959906
2003,United Arab Emirates,Middle East & North Africa,High income,5871000
2003,Argentina,Latin America & Caribbean,High income,2995000
2003,Armenia,Europe & Central Asia,Lower middle income,206000
